"treatment_status","control","micro_credit","in_kind_grant","cash_grant","hasbiz","is_male","worked","has_biz","family_inc_low","trained","new_biz_assets","monthly_expanses","monthly_revenue","monthly_profits","labour_inc","total_inc","age","migrate","educ_college","educ_somecollege","educ_hs","marital_s","marital_m"
1,1,0,0,0,0,0,0,1,0,0,53270.3132357763,344.968864228576,1705.80246997997,1360.8336057514,268.201450091422,1629.03505584282,14.9151900455694,0,1,1,0,0,1
4,0,0,0,1,1,1,1,1,0,0,56730.3702379981,477.095735957846,143.756750505418,-333.338985452428,79.6764443065214,-253.662541145907,25.7780627897944,0,0,0,1,1,0
2,0,1,0,0,1,1,1,1,0,0,60026.2276364762,131.842146860436,1810.82225358114,1678.9801067207,129.05904384481,1808.03915056551,45.3318285767788,0,1,1,0,1,0
4,0,0,0,1,1,1,1,0,0,0,69307.8688585226,517.387035069987,1147.87731971592,630.49028464593,190.708569427079,821.198854073008,32.7513991748029,0,1,1,0,1,0
1,1,0,0,0,0,0,1,1,0,0,53803.4892549397,847.776927985251,1318.36731219664,470.590384211391,285.464764479483,756.055148690874,36.1051839241243,0,1,1,0,1,0
4,0,0,0,1,0,1,1,1,1,0,45166.0853717539,291.413360042498,1232.01614059508,940.602780552581,177.933666252324,1118.53644680491,32.1801760827655,0,0,0,1,1,0
2,0,1,0,0,0,1,0,1,1,0,42371.6300318526,5.9605308342725,1309.30399289355,1303.34346205927,150.424458227586,1453.76792028686,33.9738353057555,0,2,0,0,1,0
1,1,0,0,0,0,0,1,0,1,1,49991.8076933727,43.9799588639289,965.459655970335,921.479697106406,224.919729480932,1146.39942658734,30.0286675522666,0,0,0,1,1,0
4,0,0,0,1,0,1,0,0,0,0,68872.3233012556,190.171168884262,363.138942513615,172.967773629352,175.941375508994,348.909149138347,49.957024023618,0,1,1,0,0,1
2,0,1,0,0,1,1,1,0,1,0,54993.7539632819,92.7244701888412,1018.81081890315,926.086348714307,144.934316868976,1071.02066558328,46.7168486066206,0,0,0,1,1,0
4,0,0,0,1,0,1,0,0,1,1,26254.0105402024,425.434310920537,650.158253964037,224.7239430435,169.609823160364,394.333766203865,36.2730611853361,0,1,1,0,0,1
1,1,0,0,0,1,1,1,0,0,0,39684.8959693106,667.822914896533,159.739772323519,-508.083142573014,191.559108999794,-316.52403357322,22.0924232770391,0,1,1,0,0,1
3,0,0,1,0,1,0,0,0,0,0,35487.7879871225,322.755734203383,1556.51752278209,1233.7617885787,154.523614118158,1388.28540269686,43.012715386057,0,0,0,1,1,0
3,0,0,1,0,1,1,0,0,0,0,59017.4511571442,531.923479633406,552.497796248645,20.5743166152388,234.548614491565,255.122931106804,44.3670953418193,0,1,1,0,1,0
3,0,0,1,0,1,1,0,0,1,1,44746.9264554442,133.209384977818,880.170392803848,746.96100782603,206.348359751235,953.309367577265,37.245377853619,0,0,0,1,0,1
2,0,1,0,0,0,1,0,1,0,1,43073.4047255509,802.807928062975,1399.96913075447,597.161202691495,137.180939244847,734.342141936342,35.0009619634559,0,0,0,1,1,0
4,0,0,0,1,0,0,1,0,0,0,61124.2325331917,597.671980736777,1906.78413910791,1309.11215837114,192.946853659313,1502.05901203045,44.5795185679146,0,0,0,1,0,1
1,1,0,0,0,0,0,1,0,1,0,37943.1347021099,365.539856022224,1249.22384647653,883.683990454301,118.716132731312,1002.40012318561,31.1507219889139,0,0,0,1,0,1
4,0,0,0,1,0,1,0,0,0,1,60607.3848626649,343.193526612595,1954.56228917465,1611.36876256205,201.096241265588,1812.46500382764,50.6014990266874,1,0,0,1,1,0
4,0,0,0,1,1,0,0,0,0,0,52708.7613096265,547.630650689825,1301.67216667905,754.041515989229,225.440946357097,979.482462346326,39.8038044993732,0,0,0,1,1,0
1,1,0,0,0,0,0,0,0,0,1,50418.927720263,194.134878460318,1253.14718531445,1059.01230685413,91.3200028932447,1150.33230974737,30.0513109524952,0,0,0,1,1,0
1,1,0,0,0,0,1,1,1,0,1,64704.1886788768,310.846337350085,929.784000851214,618.937663501129,128.38135671905,747.319020220178,33.1609513553376,0,0,0,1,0,1
2,0,1,0,0,1,1,0,0,1,0,41749.0809927195,206.290651112795,655.804713256657,449.514062143862,226.877199895811,676.391262039674,52.0820428999412,0,1,1,0,1,0
3,0,0,1,0,1,0,1,1,1,0,39317.5131796319,104.228584561497,1365.87709654123,1261.64851197973,168.311503164908,1429.96001514464,41.6046343975355,0,2,0,0,1,0
2,0,1,0,0,1,0,1,1,1,0,56401.7329234956,701.61011791788,1201.01673807949,499.406620161608,219.179782385939,718.586402547546,39.0444933367938,1,2,0,0,0,1
1,1,0,0,0,1,1,0,0,1,0,63586.1209261161,973.209200194106,989.274077117443,16.0648769233376,209.051005779161,225.115882702498,43.9790652211404,0,0,0,1,1,0
1,1,0,0,0,1,0,1,0,0,0,56709.1310651514,398.773068096489,1532.83618343994,1134.06311534345,205.330717411466,1339.39383275492,43.4253949398897,0,0,0,1,0,1
4,0,0,0,1,0,1,0,0,0,0,38055.1488517376,341.55186964199,1805.54147576913,1463.98960612714,136.895814064552,1600.8854201917,20.6263280352509,0,2,0,0,1,0
1,1,0,0,0,1,1,0,1,1,0,44417.8108520713,423.189855646342,1864.65034773573,1441.46049208939,97.6375253732831,1539.09801746267,22.2405261939963,0,2,0,0,0,1
4,0,0,0,1,1,0,0,0,1,1,66972.6016558493,627.794830594212,940.571191720665,312.776361126453,167.305602391742,480.081963518194,21.9178008661222,0,0,0,1,1,0
4,0,0,0,1,1,0,1,0,1,0,57811.3260348213,105.301522649825,647.974484134465,542.672961484641,192.934241491809,735.60720297645,43.9840144502373,0,0,0,1,1,0
4,0,0,0,1,0,0,1,1,1,1,50408.5711763743,639.444395434111,1476.92548949271,837.481094058603,201.161592815021,1038.64268687362,36.4631691540751,0,0,0,1,1,0
1,1,0,0,0,1,0,1,1,0,1,46789.2469477073,781.181697035208,862.748965155333,81.5672681201249,235.24598334819,316.813251468315,53.090229502006,0,1,1,0,1,0
1,1,0,0,0,1,0,0,1,0,1,50489.8231028018,898.787132231519,514.294933062047,-384.492199169472,146.755331732973,-237.736867436499,22.8729892791052,0,1,1,0,1,0
1,1,0,0,0,0,1,1,0,0,0,33291.1555268776,282.787026371807,1265.57769998908,982.790673617274,112.604487332593,1095.39516094987,45.7717161484874,0,0,0,1,0,1
2,0,1,0,0,1,0,1,0,0,0,57335.0315144621,347.695470787585,1402.49963942915,1054.80416864157,262.832225418537,1317.6363940601,49.3073360370198,0,1,1,0,1,0
2,0,1,0,0,1,1,0,1,0,0,67010.101637439,265.954429749399,1172.24542843178,906.29099868238,216.788440639864,1123.07943932224,37.7138809975051,0,0,0,1,1,0
2,0,1,0,0,0,0,1,1,1,0,38541.5774903649,411.60732251592,634.70022007823,223.09289756231,179.203164897726,402.296062460036,40.420308002514,0,1,1,0,1,0
1,1,0,0,0,0,0,0,0,1,1,54241.8451422294,660.636375658214,498.51060891524,-162.125766742975,216.936199557486,54.8104328145117,28.1129075233732,1,2,0,0,0,1
4,0,0,0,1,0,1,1,0,1,0,56316.7510214196,367.414738750085,1643.63128552213,1276.21654677205,188.373000975161,1464.58954774721,36.9341428477569,0,2,0,0,1,0
3,0,0,1,0,0,1,0,1,0,1,39417.0642417892,382.899523014203,1099.44182122126,716.54229820706,226.866776906453,943.409075113513,28.9017622001784,0,0,0,1,0,1
1,1,0,0,0,1,0,0,0,1,1,67183.2963501423,826.488887425512,616.780669428408,-209.708217997104,221.659075850977,11.9508578538728,42.5786154980388,1,1,1,0,1,0
4,0,0,0,1,0,0,1,0,1,0,51480.6831745577,610.675113508478,777.020808309317,166.345694800839,230.936955727586,397.282650528424,37.1582355767273,1,0,0,1,0,1
4,0,0,0,1,1,1,0,0,1,0,53707.7798294277,272.367646917701,552.88022570312,280.512578785419,135.399766596275,415.912345381694,45.9711663050088,0,1,1,0,0,1
3,0,0,1,0,1,1,1,1,0,0,31002.4318852211,69.1776697058231,1799.14540844038,1729.96773873456,147.38746943994,1877.3552081745,30.0875720509722,0,1,1,0,1,0
3,0,0,1,0,1,0,1,0,1,1,57002.9776223993,192.216190276667,434.291528537869,242.075338261202,191.707519668857,433.782857930059,31.6035626320746,0,0,0,1,1,0
1,1,0,0,0,0,0,1,0,0,0,63405.5263111853,420.263734413311,958.620843477547,538.357109064236,180.462962111971,718.820071176207,56.7444572051468,1,0,0,1,0,1
2,0,1,0,0,1,0,0,1,0,0,53869.2396502699,356.567127862945,700.87737031281,344.310242449865,338.624755548116,682.934997997981,44.8433929195208,0,0,0,1,1,0
3,0,0,1,0,1,0,1,0,1,0,36823.4508767262,319.108991650864,144.969347864389,-174.139643786475,256.900681693023,82.7610379065477,24.4475596908245,0,0,0,1,1,0
1,1,0,0,0,0,1,1,0,0,1,46154.8584629918,707.238950533792,1285.16643727198,577.92748673819,129.002146797503,706.929633535693,44.875982811417,0,0,0,1,0,1
4,0,0,0,1,0,1,1,0,0,0,39470.9003546076,807.996636023745,1948.27901339158,1140.28237736784,203.933412668781,1344.21579003662,21.8579695689183,0,1,1,0,0,1
4,0,0,0,1,0,1,1,1,0,0,40964.9850969115,544.803541153669,912.037224508822,367.233683355153,260.838556655915,628.072240011068,32.849539096222,0,2,0,0,0,1
3,0,0,1,0,1,0,1,1,0,0,66007.6278457569,100.205209804699,169.282846618444,69.0776368137449,149.413205157144,218.490841970888,13.0672052393853,0,0,0,1,1,0
4,0,0,0,1,1,1,0,1,0,0,53436.3899017558,851.296327076852,1831.28301380202,979.986686725169,299.352012825207,1279.33869955038,33.0336433608152,0,1,1,0,0,1
2,0,1,0,0,1,1,0,1,0,0,53141.9297629011,722.168390173465,208.529143128544,-513.639247044921,126.440149161741,-387.19909788318,34.5175735031222,0,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,36571.2593195922,524.019005475566,226.493401452899,-297.525604022667,147.486374821198,-150.039229201469,32.1193123956119,0,0,0,1,0,1
1,1,0,0,0,0,1,1,0,1,0,46637.9455695981,175.469477893785,1229.45530386642,1053.98582597263,191.45271716683,1245.43854313946,32.1168612250505,1,0,0,1,1,0
2,0,1,0,0,1,0,0,1,0,1,48730.9900837181,179.453907301649,635.343118105084,455.889210803434,203.033863717837,658.923074521271,29.4356991723467,0,2,0,0,0,1
1,1,0,0,0,0,1,1,0,0,0,38025.215617757,433.234573109075,835.230481810868,401.995908701792,208.769281810808,610.765190512601,37.617865875946,1,1,1,0,1,0
4,0,0,0,1,1,1,0,1,0,1,56380.9763839757,864.721620688215,839.938327204436,-24.7832934837788,66.8572945921173,42.0740011083384,23.4135977886728,0,0,0,1,1,0
1,1,0,0,0,1,0,0,1,1,0,39900.6480263265,680.729128187522,317.388856783509,-363.340271404013,154.184259880727,-209.156011523286,35.2563053903766,0,1,1,0,1,0
2,0,1,0,0,0,0,0,1,1,0,49993.1002301512,820.539260981604,1610.35641189665,789.817150915042,130.382255689195,920.199406604236,47.3104187993414,0,0,0,1,1,0
4,0,0,0,1,1,0,0,0,1,0,40786.6056105924,657.890184549615,985.422715079039,327.532530529425,282.232556198359,609.765086727783,46.7703780977109,0,0,0,1,1,0
1,1,0,0,0,0,0,0,1,0,0,61895.79411381,114.503452554345,1954.78729717433,1840.28384461999,193.986107097297,2034.26995171729,30.4337294498515,0,1,1,0,1,0
1,1,0,0,0,0,1,0,1,1,0,47903.2962956077,422.293253708631,769.19561624527,346.902362536639,220.262166815836,567.164529352475,32.0734125455771,0,2,0,0,1,0
2,0,1,0,0,0,0,1,1,0,0,40685.1873211582,618.947896640748,29.2594283819199,-589.688468258828,233.229139799566,-356.459328459262,26.0162638711027,0,0,0,1,1,0
1,1,0,0,0,1,1,1,1,0,1,48959.9717660758,448.419614462182,88.2842442952096,-360.135370166972,176.813442949212,-183.321927217761,30.5016009943502,0,0,0,1,0,1
3,0,0,1,0,1,0,1,0,0,0,59760.407399653,345.887107541785,970.800855197012,624.913747655228,202.408192884094,827.321940539322,26.6317991732587,0,2,0,0,1,0
3,0,0,1,0,1,1,1,0,1,0,54046.5499749207,89.7588594816625,1214.0077915974,1124.24893211573,189.630053984428,1313.87898610016,23.2998404482606,0,2,0,0,1,0
3,0,0,1,0,0,1,0,1,0,0,47865.313800258,994.806467555463,908.453644253314,-86.3528233021498,282.277608390871,195.924785088721,32.085428182093,0,0,0,1,1,0
2,0,1,0,0,0,1,0,0,0,0,46267.4545078935,127.068925648928,1806.44867569208,1679.37975004315,143.304765622656,1822.68451566581,30.3588465471471,0,2,0,0,1,0
2,0,1,0,0,0,1,1,0,1,0,50399.6978180188,106.379318749532,1832.27782323956,1725.89850449003,137.990006879369,1863.8885113694,44.8258841686024,1,0,0,1,1,0
3,0,0,1,0,1,1,1,0,0,0,58696.5675052003,714.472762076184,1570.84279926494,856.370037188753,211.459729178025,1067.82976636678,21.0946543752856,0,2,0,0,1,0
3,0,0,1,0,1,1,1,1,0,1,48279.3427716399,0.408599618822336,1254.84701106325,1254.43841144443,221.686651578703,1476.12506302313,35.075036192482,0,1,1,0,1,0
3,0,0,1,0,0,0,1,1,0,0,36949.4804379639,329.808505950496,1636.74180163071,1306.93329568021,160.574292449755,1467.50758812997,27.6774872477121,0,1,1,0,1,0
3,0,0,1,0,1,0,1,1,0,0,61952.2196933837,573.426003567874,1727.13443730026,1153.70843373239,180.332267679255,1334.04070141165,24.4783245490278,0,0,0,1,0,1
4,0,0,0,1,1,1,0,0,0,0,43528.2280293641,400.78690298833,1416.76114266738,1015.97423967905,143.175413321111,1159.14965300017,44.4138862180312,0,1,1,0,0,1
2,0,1,0,0,1,1,1,1,0,1,56415.8214321287,631.929354276508,1559.86611265689,927.936758380383,218.304636366386,1146.24139474677,17.7044025881666,0,0,0,1,1,0
1,1,0,0,0,1,1,1,0,1,0,54859.6462393964,824.720873031765,1163.09053404257,338.369661010802,194.21930893867,532.588969949472,40.006484232408,0,1,1,0,1,0
2,0,1,0,0,0,1,0,0,1,0,38414.7395810765,605.243055848405,1216.20516153052,610.96210568212,202.16231947318,813.1244251553,55.2089699454454,1,0,0,1,0,1
3,0,0,1,0,1,0,1,0,1,0,62269.1861000449,121.616636170074,881.142194848508,759.525558678433,152.060829690768,911.586388369201,30.0564085061536,0,1,1,0,1,0
1,1,0,0,0,1,0,0,0,0,1,49806.5976942949,113.632207503542,379.514364991337,265.882157487795,116.37205246441,382.254209952205,39.328214913649,0,0,0,1,1,0
4,0,0,0,1,0,0,1,0,0,1,44211.5032839952,247.060518246144,209.046308416873,-38.0142098292708,106.9902352374,68.9760254081296,30.7963971262673,1,2,0,0,1,0
2,0,1,0,0,0,0,1,1,1,0,46214.8360110372,262.704451335594,996.680425480008,733.975974144414,239.7365164581,973.712490602514,23.7178556408495,1,2,0,0,1,0
3,0,0,1,0,1,0,1,0,0,0,41590.3055832732,776.632431196049,331.964159850031,-444.668271346018,174.623695008597,-270.044576337421,50.7902375522022,0,0,0,1,1,0
3,0,0,1,0,0,1,0,0,0,0,64209.5166257751,528.166810749099,1133.17387085408,605.007060104981,112.797073368313,717.804133473294,43.301769821762,0,0,0,1,1,0
4,0,0,0,1,1,0,0,1,0,1,49109.9901792228,87.3960806056857,1075.29272139072,987.896640785038,172.372204044377,1160.26884482942,29.5826083171434,0,2,0,0,1,0
3,0,0,1,0,0,0,1,1,0,0,53994.4336726464,220.57722765021,1988.08602476493,1767.50879711471,260.487531625963,2027.99632874068,31.3893451824086,0,2,0,0,0,1
4,0,0,0,1,1,1,1,0,0,1,59180.7811101597,104.802611283958,74.2101324722171,-30.5924788117409,181.991194503873,151.398715692132,25.2140210957974,0,1,1,0,1,0
2,0,1,0,0,1,1,0,0,0,0,53511.2027801135,551.54936760664,1321.39655807987,769.847190473229,285.845700786289,1055.69289125952,34.9563143992686,0,0,0,1,1,0
1,1,0,0,0,1,0,1,0,0,1,30852.3144088819,276.810754556209,1013.433159329,736.622404772788,288.977282728115,1025.5996875009,45.7830065992278,0,0,0,1,0,1
4,0,0,0,1,1,0,0,0,0,0,55498.2160978952,179.75203320384,531.960756052285,352.208722848445,194.498479715787,546.707202564232,53.1208704061666,0,1,1,0,1,0
4,0,0,0,1,1,0,1,0,1,0,44158.6203978535,164.847974665463,586.86065999791,422.012685332447,194.490836871897,616.503522204344,48.0317573845792,0,0,0,1,0,1
2,0,1,0,0,1,0,0,1,1,0,36997.3288316097,450.271871872246,683.643797412515,233.371925540268,203.76055998063,437.132485520899,37.9825496631119,0,0,0,1,0,1
1,1,0,0,0,0,1,0,0,1,0,41775.1166333746,720.113293500617,1911.75890527666,1191.64561177604,275.746636930108,1467.39224870615,34.5557045869529,0,2,0,0,0,1
3,0,0,1,0,1,0,0,1,1,0,45198.9984966248,516.779427649453,876.534255221486,359.754827572033,222.426026499376,582.180854071408,17.8840039466226,0,2,0,0,1,0
1,1,0,0,0,0,0,1,1,1,0,42591.1468468604,522.476959275082,1786.94662731141,1264.46966803633,156.033363055027,1420.50303109135,34.5458742711623,0,2,0,0,0,1
2,0,1,0,0,1,0,1,0,0,1,48103.8352465684,189.676807029173,1220.80632904544,1031.12952201627,219.546005558157,1250.67552757443,49.6649879284969,0,1,1,0,1,0
1,1,0,0,0,0,0,0,1,1,0,64677.9454345329,654.992859810591,671.487386804074,16.4945269934833,192.096587642842,208.591114636326,23.6828432249103,0,2,0,0,0,1
3,0,0,1,0,0,0,0,1,0,0,68489.4761139766,704.897081712261,94.9620981700718,-609.934983542189,196.296295404847,-413.638688137342,21.4176655192276,1,2,0,0,1,0
3,0,0,1,0,1,1,1,0,1,0,34552.6238940529,664.745333604515,1343.95680902526,679.211475420743,183.559125085131,862.770600505874,45.0264306805234,0,2,0,0,1,0
4,0,0,0,1,0,0,0,1,1,0,46016.692565824,141.800514888018,666.374864056706,524.574349168688,165.562834040611,690.137183209299,43.9268812561108,1,1,1,0,1,0
1,1,0,0,0,1,0,1,1,1,0,46606.5451058063,562.465281225741,105.853126384318,-456.612154841423,188.958508502029,-267.653646339394,20.0376235413865,0,1,1,0,1,0
2,0,1,0,0,0,1,1,0,1,0,47368.198550275,919.750240631402,787.445253692567,-132.304986938834,196.855081297547,64.5500943587123,40.5620019338925,0,1,1,0,0,1
3,0,0,1,0,0,1,0,1,0,1,53620.0496310416,848.831823794171,196.02671964094,-652.805104153231,142.8166604472,-509.988443706031,50.7284142730137,0,1,1,0,1,0
3,0,0,1,0,0,0,0,0,0,0,56254.9913097701,992.251277668402,1266.63415459916,274.382876930758,202.71161303607,477.094489966829,43.7533783086981,0,1,1,0,0,1
3,0,0,1,0,1,1,1,0,1,0,44953.6725514886,914.013427915052,1550.93887913972,636.92545122467,188.29591724067,825.221368465339,32.5896627751488,0,1,1,0,1,0
4,0,0,0,1,1,0,0,0,1,0,33719.6078518288,944.62395971641,91.7325518094003,-852.891407907009,151.494086253874,-701.397321653135,39.4229271375375,1,2,0,0,1,0
1,1,0,0,0,0,0,1,1,1,0,52056.515992222,735.369986854494,1105.20949726924,369.839510414749,237.285834732691,607.125345147441,35.5519354422685,0,2,0,0,1,0
4,0,0,0,1,0,1,1,1,0,0,58642.0505457144,935.942677780986,259.419407695532,-676.523270085454,157.934411868955,-518.588858216499,33.6969156856514,0,2,0,0,1,0
1,1,0,0,0,1,1,0,1,1,0,40831.9509715919,195.193264400586,332.723193336278,137.529928935692,156.945663737105,294.475592672796,28.7474093027679,0,0,0,1,1,0
1,1,0,0,0,0,1,1,0,0,0,57471.4621373086,173.125431640074,291.7047473602,118.579315720126,190.443747013094,309.02306273322,41.9255196479467,0,1,1,0,1,0
2,0,1,0,0,0,1,1,1,0,1,44440.3192058636,20.2150952536613,1339.09136243165,1318.87626717798,216.686395411804,1535.56266258979,25.0970894144485,1,0,0,1,1,0
2,0,1,0,0,0,0,0,1,1,0,40418.4182942738,423.121415544301,957.250254694372,534.128839150071,285.293863479206,819.422702629278,23.3543276097387,0,2,0,0,0,1
2,0,1,0,0,0,1,1,0,0,0,38921.670423881,197.513747494668,1259.50346048921,1061.98971299455,205.6498311897,1267.63954418425,17.112632664414,0,0,0,1,0,1
3,0,0,1,0,1,0,1,0,1,0,61796.1490511441,17.6057347562164,1433.96619474515,1416.36045998894,162.905509575371,1579.26596956431,39.3094457859437,0,2,0,0,1,0
2,0,1,0,0,1,0,0,0,0,1,56705.0867535737,458.067029481754,982.794762123376,524.727732641622,265.551891988318,790.27962462994,28.7717576946519,1,1,1,0,0,1
2,0,1,0,0,1,1,1,1,0,0,50902.7856536769,766.689337557182,945.026776287705,178.337438730523,190.090334737003,368.427773467526,39.0468261067847,0,2,0,0,1,0
4,0,0,0,1,0,0,1,1,0,0,60525.6607523117,614.686138462275,1342.44171297178,727.755574509501,248.491201605346,976.246776114848,29.909165372627,0,0,0,1,1,0
3,0,0,1,0,0,1,1,0,1,0,40979.3988812996,129.513088148087,553.623657673597,424.11056952551,227.07939810149,651.189967627,8.20092852977904,1,0,0,1,1,0
4,0,0,0,1,0,1,1,0,0,0,65772.8298827717,219.670902239159,412.096601445228,192.425699206069,187.178053057777,379.603752263846,32.4201242838668,0,1,1,0,1,0
1,1,0,0,0,1,1,0,1,0,1,31608.6508544102,498.188584810123,1804.75872568786,1306.57014087774,214.900972361678,1521.47111323942,33.843556566962,1,1,1,0,1,0
4,0,0,0,1,1,1,0,0,0,0,38716.0594214606,398.533617146313,591.615087818354,193.081470672041,262.452055172511,455.533525844552,23.3323127320772,1,2,0,0,0,1
3,0,0,1,0,0,1,0,0,0,1,52906.5440024254,531.023984309286,340.279889293015,-190.744095016271,164.738575448845,-26.005519567426,32.9872936899919,1,1,1,0,1,0
4,0,0,0,1,0,1,0,1,0,0,35655.4096131296,134.086454520002,503.766525071114,369.680070551112,160.406161008601,530.086231559713,36.6675274725383,1,2,0,0,1,0
2,0,1,0,0,1,0,1,0,0,1,46440.2777552676,861.936259549111,339.522707276046,-522.413552273065,217.574185662042,-304.839366611023,24.7555478989772,1,0,0,1,0,1
3,0,0,1,0,1,1,0,0,0,1,58278.6076430505,166.878032730892,741.432991344482,574.554958613589,278.407514522822,852.962473136412,19.2365437688089,0,1,1,0,1,0
4,0,0,0,1,1,1,1,1,0,1,47404.0396909884,975.772297009826,1979.71841180697,1003.94611479715,181.839087027897,1185.78520182504,0.826496476244564,0,1,1,0,1,0
2,0,1,0,0,1,0,0,0,1,0,44798.5269972564,455.747303785756,1298.18320646882,842.435902683064,205.809347206876,1048.24524988994,22.2488141843641,0,0,0,1,1,0
1,1,0,0,0,0,0,1,0,1,0,72285.5361798611,797.518278239295,1389.58434900269,592.066070763394,204.490331547764,796.556402311158,29.8449199614636,1,0,0,1,1,0
1,1,0,0,0,1,0,0,1,1,0,60535.189921595,440.205758903176,1201.09467254952,760.88891364634,188.534639041243,949.423552687583,32.0737931826171,0,1,1,0,1,0
3,0,0,1,0,1,0,1,1,0,1,38530.1086434823,567.795990267769,711.08734421432,143.291353946552,180.373112650279,323.66446659683,20.804083802207,1,1,1,0,0,1
1,1,0,0,0,0,1,1,1,0,0,38161.5361919523,120.248788036406,21.6167708858848,-98.6320171505213,201.885177567752,103.253160417231,15.7918904105773,0,0,0,1,0,1
3,0,0,1,0,1,0,0,0,1,1,63789.6162968264,292.603462701663,1167.69714327529,875.093680573627,203.63077102688,1078.72445160051,16.4287003923224,0,2,0,0,0,1
2,0,1,0,0,1,1,1,0,1,0,48233.0227951555,784.407416824251,974.544345401227,190.136928576976,126.978488610114,317.11541718709,25.0624660599093,0,1,1,0,1,0
3,0,0,1,0,0,0,1,0,0,0,59439.4073490977,490.938819246367,1914.73433654755,1423.79551730119,186.395324250399,1610.19084155159,40.7792091049373,0,0,0,1,0,1
3,0,0,1,0,1,0,0,1,1,0,58134.517888496,375.594509998336,1283.88617234305,908.291662344709,99.5087529900456,1007.80041533475,43.0815557086732,0,1,1,0,1,0
3,0,0,1,0,0,0,1,1,1,1,64059.5354968715,989.27168478258,203.831393271685,-785.440291510895,189.138068738796,-596.302222772099,41.9237821222017,0,1,1,0,0,1
2,0,1,0,0,1,0,1,0,0,0,50191.3572028506,425.956830848008,1439.73528081551,1013.7784499675,157.478598569707,1171.25704853721,35.1071924114319,0,0,0,1,1,0
4,0,0,0,1,1,1,1,0,0,0,48307.3932325911,250.58161560446,1367.15248972178,1116.57087411731,230.187629405112,1346.75850352243,37.0988261576505,0,0,0,1,0,1
2,0,1,0,0,1,1,1,1,0,0,50019.5775484799,39.8868126794696,1945.71139290929,1905.82458022982,171.383215704424,2077.20779593424,23.091398336263,0,1,1,0,0,1
1,1,0,0,0,0,0,0,1,1,1,57476.2427579794,519.658699864522,1572.95490521938,1053.29620535485,244.944108747648,1298.2403141025,35.1485956782257,0,0,0,1,0,1
4,0,0,0,1,0,1,1,1,0,0,60643.7262079963,188.208792824298,1304.82402350754,1116.61523068324,197.643547523817,1314.25877820705,40.9847079989555,0,1,1,0,1,0
4,0,0,0,1,0,0,1,0,0,0,48565.5796195428,336.680984357372,433.813205454499,97.1322210971266,72.3471040624511,169.479325159578,36.4331450444778,0,0,0,1,1,0
3,0,0,1,0,0,1,1,0,0,0,52180.0609811169,177.540366305038,56.3960550352931,-121.144311269745,228.704374751908,107.560063482163,27.5248605738706,0,2,0,0,1,0
3,0,0,1,0,0,0,1,1,0,0,56841.3109252025,84.642993984744,1585.53676214069,1500.89376815595,195.847861388334,1696.74162954428,42.4018616804783,0,1,1,0,1,0
3,0,0,1,0,1,0,0,0,0,1,33476.7110286728,307.453651446849,908.063804730773,600.610153283924,192.69223179942,793.302385083344,52.6200892947444,0,1,1,0,1,0
1,1,0,0,0,0,0,0,0,1,0,54756.7162864856,995.513325324282,93.3035658672452,-902.209759457037,212.419919157914,-689.789840299122,45.0513191266547,0,2,0,0,1,0
4,0,0,0,1,1,0,0,0,0,0,51673.2097598918,788.353645242751,102.961194701493,-685.392450541258,210.639277207605,-474.753173333653,49.078574252917,0,2,0,0,0,1
3,0,0,1,0,0,0,1,0,1,1,37282.7561303206,102.930393069983,471.521401312202,368.59100824222,271.319413534901,639.91042177712,27.6836399176202,1,0,0,1,1,0
1,1,0,0,0,1,1,1,0,1,0,61197.5633394538,122.030962491408,1927.30687744915,1805.27591495775,203.96032502604,2009.23623998379,30.5502924637164,0,1,1,0,1,0
3,0,0,1,0,0,1,1,1,0,1,66622.4830959662,850.215720711276,1379.09067887813,528.874958166853,188.443698469319,717.318656636172,31.0224657881042,1,0,0,1,0,1
4,0,0,0,1,0,1,0,0,0,0,43816.9597792635,586.898872628808,1950.08616289124,1363.18729026243,228.69935949462,1591.88664975705,28.4426093293533,0,1,1,0,0,1
3,0,0,1,0,0,0,1,1,0,0,45105.8123629953,567.67179723829,1960.40669595823,1392.73489871994,242.385737951606,1635.12063667154,49.3696245578544,0,0,0,1,1,0
3,0,0,1,0,1,0,1,0,0,0,54259.2035627406,935.332011431456,1561.70866359025,626.376652158797,146.171511716246,772.548163875043,36.1660576347573,0,0,0,1,0,1
4,0,0,0,1,1,0,1,0,0,1,44486.7444732316,320.255387341604,1934.03304740787,1613.77766006626,103.558333132338,1717.3359931986,45.1977776081082,0,0,0,1,1,0
2,0,1,0,0,0,0,1,0,1,0,45322.5044995955,262.823343975469,354.707890655845,91.8845466803759,208.576756400407,300.461303080782,31.8016981079504,0,0,0,1,0,1
4,0,0,0,1,1,0,1,1,0,0,49417.5282054201,473.063253099099,45.6482316367328,-427.415021462366,121.405872032229,-306.009149430137,36.312697677922,0,2,0,0,0,1
3,0,0,1,0,1,1,1,0,0,0,56473.1574547126,374.969349708408,506.317628081888,131.34827837348,242.124372841849,373.472651215329,33.6778961110222,0,1,1,0,0,1
2,0,1,0,0,0,1,0,0,1,0,43359.423175243,345.948913833126,1868.40542918071,1522.45651534759,321.533519223394,1843.99003457098,25.9449979876816,1,0,0,1,0,1
